Country or Area	Year	Scope	Value	Value Footnotes
South Africa	1978	Not applicable	6.341034656	3
South Africa	1977	Not applicable	5.616344981	3
South Africa	1976	Not applicable	5.1090622085	3
South Africa	1975	Not applicable	4.746717371	3
South Africa	1974	Not applicable	4.1307311473	3
South Africa	1973	Not applicable	3.5872138911	3
South Africa	1972	Not applicable	3.1161656024	3
South Africa	1971	Not applicable	2.8987586999	3
South Africa	1970	Not applicable	2.7900552486	3
Spain	2008	Not applicable	133.426612	162
Spain	2007	Not applicable	126.0272568	162
Spain	2006	Not applicable	121.54	2,162
Spain	2005	Not applicable	116.34	162
Spain	2004	Not applicable	113.16	162
Spain	2003	Not applicable	108.95	162
Spain	2002	Not applicable	104.66	162
Spain	2001	Not applicable	100	11,162
Spain	2000	Not applicable	100	162
Spain	1999	Not applicable	98.009950249	162
Spain	1998	Not applicable	96.766169154	162
Spain	1997	Not applicable	95.688225539	162
Spain	1996	Not applicable	96.351575456	162
Spain	1995	Not applicable	93.20066335	162
Spain	1994	Not applicable	88.888888889	162
Spain	1993	Not applicable	84.328358209	162,163
Spain	1992	Not applicable	80.729996812	162
Spain	1991	Not applicable	77.870351149	162
Spain	1990	Not applicable	75.230678228	162
Spain	1989	Not applicable	70.655245166	162
Spain	1988	Not applicable	65.595872069	162
Spain	1987	Not applicable	63.26416099	162
Spain	1986	Not applicable	60.228537131	162
Spain	1985	Not applicable	54.465251255	2,162
Spain	1984	Not applicable	49.712426048	162
Spain	1983	Not applicable	44.160084325	162
Spain	1982	Not applicable	39.900989898	162
Spain	1981	Not applicable	34.693514121	162
Spain	1980	Not applicable	30.537879477	162
Spain	1979	Not applicable	27.98587148	162
Spain	1978	Not applicable	25.399376888	162
Spain	1977	Not applicable	21.312715434	162
Spain	1976	Not applicable	17.243297277	162
Spain	1975	Not applicable	14.518856307	162
Spain	1974	Not applicable	12.415174039	162
Spain	1973	Not applicable	10.570141231	162
Spain	1972	Not applicable	9.6390031776	162
Spain	1971	Not applicable	8.8285682056	162
Spain	1970	Not applicable	8.1905662064	162
Spain	1969	Not applicable	7.8974301527	162
Sri Lanka	2008	Colombo	213.3	140
Sri Lanka	2007	Colombo	163.4	140,164
Sri Lanka	2006	Colombo	184.62603878	140
Sri Lanka	2005	Colombo	163.03004475	140
Sri Lanka	2004	Colombo	145.47197954	140
Sri Lanka	2003	Colombo	134.89594431	140
Sri Lanka	2002	Colombo	127.4912991	140
Sri Lanka	2001	Colombo	115.23190568	140
Sri Lanka	2000	Colombo	100	140
Sri Lanka	1999	Colombo	95.724128134	140
Sri Lanka	1998	Colombo	92.055543718	140
Sri Lanka	1997	Colombo	82.992400028	140
Sri Lanka	1996	Colombo	74.849065985	140
Sri Lanka	1995	Colombo	62.792101712	140
Sri Lanka	1994	Colombo	58.743518716	140
Sri Lanka	1993	Colombo	53.959798281	140
Sri Lanka	1992	Colombo	48.51196818	140
Sri Lanka	1991	Colombo	43.337595	140
Sri Lanka	1990	Colombo	38.74209816	140
Sri Lanka	1989	Colombo	31.415583493	140
Sri Lanka	1988	Colombo	28.482136515	140
Sri Lanka	1987	Colombo	24.753178493	140
Sri Lanka	1986	Colombo	22.778606435	140
Sri Lanka	1985	Colombo	21.25150934	140
Sri Lanka	1984	Colombo	21.237303786	140
Sri Lanka	1983	Colombo	17.979615029	140
Sri Lanka	1982	Colombo	15.995454223	140
Sri Lanka	1981	Colombo	14.191348817	140
Sri Lanka	1980	Colombo	12.06406705	140
Sri Lanka	1979	Colombo	9.3508061652	140
Sri Lanka	1978	Colombo	8.4345479082	140
Sri Lanka	1977	Colombo	7.2199730094	140
Sri Lanka	1976	Colombo	7.1773563463	140
Sri Lanka	1975	Colombo	7.2554868954	140
Sri Lanka	1974	Colombo	6.7369841608	140
Sri Lanka	1973	Colombo	5.9024078415	140
Sri Lanka	1972	Colombo	5.2382981746	140
Sri Lanka	1971	Colombo	4.9399815328	140
Sri Lanka	1970	Colombo	4.851196818	140
Sri Lanka	1969	Colombo	4.5422260104	140
Sudan	1992	Not applicable	457.31047542	1,17,50
Sudan	1991	Not applicable	236.12294583	1,17,50
Sudan	1990	Not applicable	100	1,17,50
Sudan	1989	Not applicable	59.146547643	1,17,50
Sudan	1988	Not applicable	33.813484818	1,2,17,50
Sudan	1987	Not applicable	20.744358135	1,17,50
Sudan	1986	Not applicable	16.911954697	1,17,50
Sudan	1985	Not applicable	12.861732481	1,17,50
Sudan	1984	Not applicable	8.7517061177	1,17,50
Sudan	1983	Not applicable	6.4873784174	1,17,50
Sudan	1982	Not applicable	4.799145722	1,17,50
Sudan	1981	Not applicable	3.8318547756	1,17,50
Sudan	1980	Not applicable	3.053852188	1,17,50
Sudan	1979	Not applicable	2.4014931777	1,17,50
Sudan	1978	Not applicable	1.8221062013	1,17,50
Sudan	1977	Not applicable	1.4413348361	1,17,50
Sudan	1976	Not applicable	1.2130914818	1,17,50
Sudan	1975	Not applicable	1.2355866201	1,17,50
Sudan	1974	Not applicable	0.9639989749	1,17,50
Sudan	1973	Not applicable	0.7681266732	1,17,50
Sudan	1972	Not applicable	0.6600402771	1,17,50
Sudan	1971	Not applicable	0.5980414813	1,17,50
Sudan	1970	Not applicable	0.6029794385	1,17,50
Suriname	2008	Paramaribo	246.79358717	9
Suriname	2007	Paramaribo	197.99599198	9
Suriname	2006	Paramaribo	182.66533066	9
Suriname	2005	Paramaribo	174.24849699	9
Suriname	2004	Paramaribo	157.79559118	9,60
Suriname	2002	Paramaribo	118.13627255	9
Suriname	2001	Paramaribo	100	2,9
Suriname	2000	Paramaribo	80.455195527	9,153
Suriname	1999	Paramaribo	48.55019369	9
Suriname	1998	Paramaribo	25.479417193	9
Suriname	1997	Paramaribo	22.280150798	9
Suriname	1996	Paramaribo	22.45973793	9
Suriname	1995	Paramaribo	24.239326858	9
Suriname	1994	Paramaribo	7.3080712605	9
Suriname	1993	Paramaribo	1.4994227442	9
Suriname	1992	Paramaribo	0.5681850962	9
Suriname	1991	Paramaribo	0.3668026311	9
Suriname	1990	Paramaribo	0.309077051	9
Suriname	1989	Paramaribo	0.2380178555	9
Suriname	1988	Paramaribo	0.2343318801	9
Suriname	1987	Paramaribo	0.2240432009	9
Suriname	1986	Paramaribo	0.1249064884	9
Suriname	1985	Paramaribo	0.0994572321	9
Suriname	1984	Paramaribo	0.0905467872	9
Suriname	1983	Paramaribo	0.0892647088	9
Suriname	1982	Paramaribo	0.0854280892	9
Suriname	1981	Paramaribo	0.0827261089	9
Suriname	1980	Paramaribo	0.0764663611	9
Suriname	1979	Paramaribo	0.0686905556	9
Suriname	1978	Paramaribo	0.061353862	9
Suriname	1977	Paramaribo	0.0589435546	9
Suriname	1976	Paramaribo	0.0553473247	9
Suriname	1975	Paramaribo	0.0507446632	9
Suriname	1974	Paramaribo	0.0476356231	9
Suriname	1973	Paramaribo	0.0411066388	9
Suriname	1972	Paramaribo	0.0336673789	9
Suriname	1971	Paramaribo	0.0327763344	9
Suriname	1970	Paramaribo	0.0334301944	9
Swaziland	2008	Not applicable	271.45754455	
Swaziland	2007	Not applicable	228.30743864	
Swaziland	2006	Not applicable	194.06132285	2
Swaziland	2005	Not applicable	169.17581204	
Swaziland	2004	Not applicable	155.67503867	
Swaziland	2003	Not applicable	145.69492524	
Swaziland	2002	Not applicable	129.80039773	
Swaziland	2001	Not applicable	106.51101127	
Swaziland	2000	Not applicable	100	
Swaziland	1999	Not applicable	93.717316049	
Swaziland	1998	Not applicable	89.305443029	
Swaziland	1997	Not applicable	85.814244679	
Swaziland	1996	Not applicable	76.59276718	2
Swaziland	1995	Not applicable	69.240311474	
Swaziland	1994	Not applicable	57.488081126	
Swaziland	1993	Not applicable	48.079458039	
Swaziland	1992	Not applicable	42.390094959	
Swaziland	1991	Not applicable	37.950129689	
Swaziland	1991	Mbabane-Manzini	38.044633404	50
Swaziland	1990	Mbabane-Manzini	33.366375436	50
Swaziland	1990	Not applicable	33.497012863	
Swaziland	1989	Not applicable	28.749301186	
Swaziland	1989	Mbabane-Manzini	28.436011345	2,50
Swaziland	1988	Mbabane-Manzini	25.878235872	50
Swaziland	1987	Mbabane-Manzini	22.922988357	50
Swaziland	1986	Mbabane-Manzini	19.861122292	50
Swaziland	1985	Mbabane-Manzini	17.769758417	50
Swaziland	1984	Mbabane-Manzini	15.749473575	50
Swaziland	1983	Mbabane-Manzini	13.761994441	50
Swaziland	1982	Mbabane-Manzini	12.291205206	50
Swaziland	1981	Mbabane-Manzini	11.257825409	50
Swaziland	1980	Mbabane-Manzini	9.0407063205	50
Swaziland	1979	Mbabane-Manzini	7.247327625	50
Swaziland	1978	Mbabane-Manzini	6.386177794	50
Swaziland	1977	Mbabane-Manzini	5.8940921763	50
Swaziland	1976	Mbabane-Manzini	4.9645971207	50
Swaziland	1975	Mbabane-Manzini	4.6994176489	50
Swaziland	1974	Mbabane-Manzini	4.2045982223	50
Swaziland	1973	Mbabane-Manzini	3.5074769305	50
Swaziland	1972	Mbabane-Manzini	3.0345279758	50
Swaziland	1971	Mbabane-Manzini	2.990787032	50
Swaziland	1970	Mbabane-Manzini	2.9224418073	50
Swaziland	1969	Mbabane-Manzini	2.8622980096	50
Sweden	2008	Not applicable	115.80228339	
Sweden	2007	Not applicable	108.31489512	
Sweden	2006	Not applicable	106.16426232	
Sweden	2005	Not applicable	105.36330649	
Sweden	2004	Not applicable	106.08903443	
Sweden	2003	Not applicable	106.55367732	
Sweden	2002	Not applicable	106.2129392	
Sweden	2001	Not applicable	102.87193557	
Sweden	2000	Not applicable	100	
Sweden	1999	Not applicable	99.99557483	
Sweden	1998	Not applicable	98.544118949	
Sweden	1997	Not applicable	97.437826356	
Sweden	1996	Not applicable	97.070537216	
Sweden	1995	Not applicable	104.32339145	
Sweden	1994	Not applicable	102.85423489	
Sweden	1993	Not applicable	101.11514293	
Sweden	1992	Not applicable	100.40711567	
Sweden	1991	Not applicable	105.85007523	
Sweden	1990	Not applicable	101.24789804	
Sweden	1989	Not applicable	94.433135676	
Sweden	1988	Not applicable	89.299938048	
Sweden	1987	Not applicable	84.65350916	
Sweden	1986	Not applicable	82.13116205	
Sweden	1985	Not applicable	76.643950792	
Sweden	1984	Not applicable	71.333746349	
Sweden	1983	Not applicable	63.899460129	
Sweden	1982	Not applicable	57.217452872	
Sweden	1981	Not applicable	50.889459244	
Sweden	1980	Not applicable	44.251703691	2
Sweden	1979	Not applicable	39.684826453	
Sweden	1978	Not applicable	37.667794237	
Sweden	1977	Not applicable	34.389332413	
Sweden	1976	Not applicable	30.008845521	
Sweden	1975	Not applicable	26.586041006	
Sweden	1974	Not applicable	23.780144603	
Sweden	1973	Not applicable	22.401358113	
Sweden	1972	Not applicable	21.177583121	
Sweden	1971	Not applicable	19.414719557	
Sweden	1970	Not applicable	17.779254106	
Sweden	1969	Not applicable	16.389798808	
Switzerland	2008	Not applicable	109.27083333	94
Switzerland	2007	Not applicable	106.04166667	94
Switzerland	2006	Not applicable	105.41666667	94
Switzerland	2005	Not applicable	105.52083333	94
Switzerland	2004	Not applicable	106.25	94
Switzerland	2003	Not applicable	105.72916667	94
Switzerland	2002	Not applicable	104.375	94
Switzerland	2001	Not applicable	102.08333333	94
Switzerland	2000	Not applicable	100	94,165
Switzerland	1999	Not applicable	98.489250436	94
Switzerland	1998	Not applicable	98.586093357	94
Switzerland	1997	Not applicable	97.71450707	94
Switzerland	1996	Not applicable	97.036606624	94
Switzerland	1995	Not applicable	97.617664149	94
Switzerland	1994	Not applicable	97.036606624	94
Switzerland	1993	Not applicable	96.55239202	94
Switzerland	1992	Not applicable	96.649234941	94
Switzerland	1991	Not applicable	96.649234941	94
Switzerland	1990	Not applicable	92.581832268	14,94
Switzerland	1989	Not applicable	94.840074876	94
Switzerland	1988	Not applicable	93.236754293	94
Switzerland	1987	Not applicable	91.006755107	94
Switzerland	1986	Not applicable	90.030113128	94
Switzerland	1985	Not applicable	88.82558802	94
Switzerland	1984	Not applicable	86.229348091	94
Switzerland	1983	Not applicable	83.079677708	2,94
Switzerland	1982	Not applicable	81.350782519	94
Switzerland	1981	Not applicable	76.183746111	94
Switzerland	1980	Not applicable	68.913846049	94
Switzerland	1979	Not applicable	64.467791465	94
Switzerland	1978	Not applicable	62.184682354	2,94
Switzerland	1977	Not applicable	59.806754782	94
Switzerland	1976	Not applicable	59.020857872	94
Switzerland	1975	Not applicable	59.885344472	94
Switzerland	1974	Not applicable	56.427398072	94
Switzerland	1973	Not applicable	50.926119709	94
Switzerland	1972	Not applicable	48.018301145	94
Switzerland	1971	Not applicable	45.110482582	94
Switzerland	1970	Not applicable	42.3598434	94
Switzerland	1969	Not applicable	41.338177418	94
Syrian Arab Republic	2008	Not applicable	181.7655	
Syrian Arab Republic	2007	Not applicable	150.58925	
Syrian Arab Republic	2006	Not applicable	138.082	2
Syrian Arab Republic	2005	Not applicable	122.5	
Syrian Arab Republic	2004	Not applicable	112.8	
Syrian Arab Republic	2003	Not applicable	107.2	2
Syrian Arab Republic	2002	Not applicable	99.622641509	
Syrian Arab Republic	2001	Not applicable	100.18867925	
Syrian Arab Republic	2000	Not applicable	100	
Syrian Arab Republic	1999	Not applicable	102.0754717	
Syrian Arab Republic	1998	Not applicable	106.28930818	
Syrian Arab Republic	1997	Not applicable	108.80503145	
Syrian Arab Republic	1996	Not applicable	106.28930818	
Syrian Arab Republic	1995	Not applicable	97.48427673	
Syrian Arab Republic	1994	Not applicable	91.194968553	
Syrian Arab Republic	1993	Not applicable	79.874213836	
Syrian Arab Republic	1992	Not applicable	71.06918239	
Syrian Arab Republic	1991	Not applicable	66.666666667	
Syrian Arab Republic	1990	Not applicable	62.893081761	
Syrian Arab Republic	1989	Not applicable	52.830188679	
Syrian Arab Republic	1989	Damas	52.076943219	
Syrian Arab Republic	1988	Damas	48.013826282	
Syrian Arab Republic	1988	Not applicable	47.169811321	
Syrian Arab Republic	1987	Not applicable	35.849056604	
Syrian Arab Republic	1987	Damas	34.5232158	
Syrian Arab Republic	1986	Damas	21.085717958	
Syrian Arab Republic	1985	Damas	14.871539114	
Syrian Arab Republic	1984	Damas	12.508026648	
Syrian Arab Republic	1983	Damas	11.737893372	
Syrian Arab Republic	1982	Damas	11.259879615	
Syrian Arab Republic	1981	Damas	9.8258383432	
Syrian Arab Republic	1980	Damas	8.2324591524	
Syrian Arab Republic	1979	Damas	6.9046431601	
Syrian Arab Republic	1978	Damas	6.5328546822	
Syrian Arab Republic	1977	Damas	6.2141788441	
Syrian Arab Republic	1976	Damas	5.4971582082	
Syrian Arab Republic	1975	Damas	4.9394754914	
Syrian Arab Republic	1974	Damas	4.1693422159	2
Syrian Arab Republic	1973	Damas	3.623616795	
Syrian Arab Republic	1972	Damas	2.9687462898	
Syrian Arab Republic	1971	Damas	2.9687462898	
Syrian Arab Republic	1970	Damas	2.8596012057	
Syrian Arab Republic	1969	Damas	2.7504561215	
Tajikistan	1997	Not applicable	7172.001	1,166
Tajikistan	1996	Not applicable	4065.76	1,166
Tajikistan	1995	Not applicable	1066.009	1,166
Tajikistan	1994	Not applicable	189.918	1,166
Tajikistan	1993	Not applicable	75.096	1,166
Tajikistan	1992	Not applicable	2.477	1,166
Tajikistan	1991	Not applicable	0.189	1,166
Tajikistan	1990	Not applicable	0.1	1,166
Tanzania (Tanganyika)	2008	Not applicable	172.24802938	
Tanzania (Tanganyika)	2007	Not applicable	152.85723326	
Tanzania (Tanganyika)	2006	Not applicable	142.8524076	
Tanzania (Tanganyika)	2005	Not applicable	133.46643714	
Tanzania (Tanganyika)	2004	Not applicable	127.48417025	
Tanzania (Tanganyika)	2003	Not applicable	117.78877219	
Tanzania (Tanganyika)	2002	Not applicable	110.46565237	2
Tanzania (Tanganyika)	2001	Not applicable	106.0857538	
Tanzania (Tanganyika)	2000	Not applicable	100	
Tanzania (Tanganyika)	1999	Not applicable	93.637621024	
Tanzania (Tanganyika)	1998	Not applicable	86.076532964	
Tanzania (Tanganyika)	1997	Not applicable	75.057630244	
Tanzania (Tanganyika)	1996	Not applicable	63.900414938	
Tanzania (Tanganyika)	1995	Not applicable	53.065929	
Tanzania (Tanganyika)	1994	Not applicable	39.787920701	
Tanzania (Tanganyika)	1993	Not applicable	30.059935454	
Tanzania (Tanganyika)	1992	Not applicable	24.481327801	
Tanzania (Tanganyika)	1991	Not applicable	20.193637621	
Tanzania (Tanganyika)	1990	Not applicable	15.3065929	
Tanzania (Tanganyika)	1989	Not applicable	11.341632089	2
Tanzania (Tanganyika)	1988	Not applicable	8.7039662052	
Tanzania (Tanganyika)	1987	Not applicable	6.4585559519	
Tanzania (Tanganyika)	1986	Not applicable	4.9470445256	
Tanzania (Tanganyika)	1985	Not applicable	3.6694941347	
Tanzania (Tanganyika)	1984	Not applicable	2.8395481459	
Tanzania (Tanganyika)	1983	Not applicable	2.0600884857	
Tanzania (Tanganyika)	1982	Not applicable	1.61925664	
Tanzania (Tanganyika)	1981	Not applicable	1.2196758189	
Tanzania (Tanganyika)	1980	Not applicable	0.9875618443	
Tanzania (Tanganyika)	1979	Not applicable	0.7763812255	
Tanzania (Tanganyika)	1978	Not applicable	0.6994203586	
Tanzania (Tanganyika)	1977	Not applicable	0.6156869354	
Tanzania (Tanganyika)	1976	Not applicable	0.5264123297	
Tanzania (Tanganyika)	1975	Not applicable	0.5270280167	
Tanzania (Tanganyika)	1974	Not applicable	0.4038906296	
Tanzania (Zanzibar)	2005	Not applicable	143.66812227	167
Tanzania (Zanzibar)	2004	Not applicable	128.6338116	167
Tanzania (Zanzibar)	2003	Not applicable	116.74984404	167
Tanzania (Zanzibar)	2002	Not applicable	106.8621335	167
Tanzania (Zanzibar)	2001	Not applicable	100	167
Tanzania (Zanzibar)	2000	Not applicable	96.069868996	152,167
Tanzania (Zanzibar)	1999	Not applicable	94.978165939	167,168
Tanzania (Zanzibar)	1998	Not applicable	100.71740487	167
Tanzania (Zanzibar)	1997	Not applicable	101.06051154	167
Tanzania (Zanzibar)	1996	Not applicable	88.895820337	167
Tanzania (Zanzibar)	1995	Not applicable	78.914535246	167
Tanzania (Zanzibar)	1994	Not applicable	59.263880225	167
Tanzania (Zanzibar)	1993	Not applicable	46.475358702	167
Tanzania (Zanzibar)	1992	Not applicable	39.613225203	11,167
Tanzania (Zanzibar)	1991	Not applicable	128.15884477	167
Tanzania (Zanzibar)	1990	Not applicable	100	167
Tanzania (Zanzibar)	1989	Not applicable	74.007220217	167
Tanzania (Zanzibar)	1988	Not applicable	51.480144404	167
Tanzania, United Republic of	1984	Not applicable	100	128
Tanzania, United Republic of	1983	Not applicable	72.58826355	128
Tanzania, United Republic of	1982	Not applicable	57.057081098	128
Tanzania, United Republic of	1981	Not applicable	42.982947722	128
Tanzania, United Republic of	1980	Not applicable	34.801056761	128
Tanzania, United Republic of	1979	Not applicable	27.355696101	128
Tanzania, United Republic of	1978	Not applicable	24.625730526	128
Tanzania, United Republic of	1977	Not applicable	21.1031943	128
Tanzania, United Republic of	1976	Not applicable	18.533344008	128
Tanzania, United Republic of	1975	Not applicable	18.573372828	128
Tanzania, United Republic of	1974	Not applicable	9.4147786406	128
Tanzania, United Republic of	1973	Not applicable	10.511568329	128
Tanzania, United Republic of	1972	Not applicable	9.4387959331	128
Tanzania, United Republic of	1971	Not applicable	8.6542310464	128
Tanzania, United Republic of	1970	Not applicable	8.1818909615	128
Tanzania, United Republic of	1969	Not applicable	8.0057641502	128
Thailand	2008	Not applicable	139.41826531	
Thailand	2007	Not applicable	124.9622449	
Thailand	2006	Not applicable	120.11326531	
Thailand	2005	Not applicable	114.86020408	
Thailand	2004	Not applicable	109.40510204	2
Thailand	2003	Not applicable	104.69387755	
Thailand	2002	Not applicable	101.02040816	
Thailand	2001	Not applicable	100.71428571	
Thailand	2000	Not applicable	100	2
Thailand	1999	Not applicable	101.10946746	
Thailand	1998	Not applicable	101.99704142	
Thailand	1997	Not applicable	93.047337278	
Thailand	1996	Not applicable	87.056213018	
Thailand	1995	Not applicable	79.955621302	
Thailand	1994	Not applicable	73.964497041	2
Thailand	1993	Not applicable	69.178915333	
Thailand	1992	Not applicable	67.725067725	
Thailand	1991	Not applicable	64.81737251	
Thailand	1990	Not applicable	60.576983654	2
Thailand	1990	Bangkok Metropolis	100	1,2
Thailand	1989	Bangkok Metropolis	91.240310078	1
Thailand	1989	Not applicable	56.095154314	
Thailand	1988	Not applicable	51.806091828	
Thailand	1988	Bangkok Metropolis	82.790697674	1
Thailand	1987	Bangkok Metropolis	79.147286822	1
Thailand	1987	Not applicable	49.300122735	
Thailand	1986	Not applicable	48.191713328	
Thailand	1986	Bangkok Metropolis	77.519379845	1,2
Thailand	1985	Bangkok Metropolis	77.476996368	1
Thailand	1985	Not applicable	47.902563049	
Thailand	1984	Not applicable	49.107355882	
Thailand	1984	Bangkok Metropolis	79.087568502	1
Thailand	1983	Bangkok Metropolis	79.977621524	1
Thailand	1983	Not applicable	49.685656442	
Thailand	1982	Not applicable	47.276070775	
Thailand	1982	Bangkok Metropolis	76.035958142	1
Thailand	1981	Bangkok Metropolis	73.450566031	1
Thailand	1981	Not applicable	45.974894515	
Thailand	1980	Not applicable	41.589448602	
Thailand	1980	Bangkok Metropolis	66.457292289	1
Thailand	1979	Bangkok Metropolis	55.946189937	1
Thailand	1979	Not applicable	34.794417023	
Thailand	1978	Not applicable	31.902914223	
Thailand	1978	Bangkok Metropolis	51.241623965	1
Thailand	1977	Bangkok Metropolis	47.257577106	1
Thailand	1976	Bangkok Metropolis	42.383477225	1,2
Thailand	1975	Bangkok Metropolis	40.157773978	1
Thailand	1974	Bangkok Metropolis	38.597879394	1
Thailand	1973	Bangkok Metropolis	30.037482288	1
Thailand	1972	Bangkok Metropolis	26.251884457	1
Thailand	1971	Bangkok Metropolis	24.672966769	1
Thailand	1970	Bangkok Metropolis	24.520781931	1
Thailand	1969	Bangkok Metropolis	24.463712617	1
Togo	2008	Lomé	138.3	26,148
Togo	2007	Lomé	114.86	26,148
Togo	2006	Lomé	111.74	26,148
Togo	2005	Lomé	112.98	26,148
Togo	2004	Lomé	101.89	26,148
Togo	2003	Lomé	103.14	26,148
Togo	2002	Lomé	109.33	26,148
Togo	2001	Lomé	105.22	26,148
Togo	2000	Lomé	100	26,148
Togo	1999	Lomé	103.5	26,148
Togo	1998	Lomé	109	26,148,169
Togo	1997	Lomé	199.87367608	26,148
Togo	1996	Lomé	175.07336717	26,148
Togo	1995	Lomé	165.40545013	2,26,148
Togo	1994	Lomé	129.46601942	26,148
Togo	1993	Lomé	98.300970874	26,148
Togo	1992	Lomé	98.689320388	26,148
Togo	1991	Lomé	95.752427184	26,148
Togo	1990	Lomé	100	26,148
Togo	1989	Lomé	98.131067961	26,148
Togo	1988	Lomé	119.22330097	26,148
Togo	1987	Lomé	103.98058252	26,148
Togo	1986	Lomé	104.92718447	26,148
Togo	1985	Lomé	100.80097087	26,148
Togo	1984	Lomé	109.85436893	26,148
Togo	1983	Lomé	122.47572816	26,148
Togo	1982	Lomé	110.04854369	26,148
Togo	1981	Lomé	96.990291262	26,148
Togo	1980	Lomé	77.111650485	26,148
Togo	1979	Lomé	68.325242718	26,148
Togo	1978	Lomé	63.932038835	26,148
Togo	1977	Lomé	69.927184466	26,148
Togo	1976	Lomé	55.145631068	26,148
Togo	1975	Lomé	46.893203883	26,148
Togo	1974	Lomé	37.839805825	26,148
Togo	1973	Lomé	33.689320388	26,148
Togo	1972	Lomé	33.009708738	26,148
Togo	1971	Lomé	30.631067961	26,148
Togo	1970	Lomé	27.742718447	26,148
Togo	1969	Lomé	26.699029126	26,148
Tonga	2008	Not applicable	197.68890701	
Tonga	2007	Not applicable	182.89549755	
Tonga	2006	Not applicable	170.36367047	
Tonga	2005	Not applicable	165.50792007	
Tonga	2004	Not applicable	156.08909462	
Tonga	2003	Not applicable	143.11825449	
Tonga	2002	Not applicable	130.61303426	2
Tonga	2001	Not applicable	111.81076672	
Tonga	2000	Not applicable	100	
Tonga	1999	Not applicable	99.673735726	
Tonga	1998	Not applicable	94.535073409	
Tonga	1997	Not applicable	88.98858075	
Tonga	1996	Not applicable	86.296900489	
Tonga	1995	Not applicable	80.424143556	
Tonga	1994	Not applicable	77.977161501	
Tonga	1993	Not applicable	78.629690049	
Tonga	1992	Not applicable	81.810766721	
Tonga	1991	Not applicable	72.838499184	
Tonga	1990	Not applicable	68.515497553	2
Tonga	1989	Not applicable	64.380742905	
Tonga	1988	Not applicable	65.21845342	
Tonga	1987	Not applicable	59.29299648	
Tonga	1986	Not applicable	57.287102497	
Tonga	1985	Not applicable	45.636009475	
Tonga	1984	Not applicable	38.427087803	2
Tonga	1983	Not applicable	41.066276299	
Tonga	1982	Not applicable	37.447222229	
Tonga	1981	Not applicable	32.590360444	
Tonga	1980	Not applicable	26.954953781	
Tonga	1979	Not applicable	22.134266808	
Tonga	1978	Not applicable	21.586926166	
Tonga	1977	Not applicable	19.103446646	
Tonga	1976	Not applicable	16.190587829	
Tonga	1975	Not applicable	15.668412275	
Tonga	1974	Not applicable	14.587886353	
Tonga	1973	Not applicable	12.483455955	
Tonga	1972	Not applicable	9.5375679616	
Tonga	1971	Not applicable	8.7118385454	
Tonga	1970	Not applicable	8.6300520128	
Tonga	1969	Not applicable	8.8502465238	
Trinidad and Tobago	2008	Not applicable	360.9435371	
Trinidad and Tobago	2007	Not applicable	286.64713019	
Trinidad and Tobago	2006	Not applicable	244.0979468	
Trinidad and Tobago	2005	Not applicable	198.12375175	
Trinidad and Tobago	2004	Not applicable	161.10727951	
Trinidad and Tobago	2003	Not applicable	142.92837144	2
Trinidad and Tobago	2002	Not applicable	125.57162856	
Trinidad and Tobago	2001	Not applicable	113.95240317	
Trinidad and Tobago	2000	Not applicable	100	
Trinidad and Tobago	1999	Not applicable	92.347176855	
Trinidad and Tobago	1998	Not applicable	84.974335044	
Trinidad and Tobago	1997	Not applicable	73.868408773	
Trinidad and Tobago	1996	Not applicable	67.195520299	
Trinidad and Tobago	1995	Not applicable	60.942603826	
Trinidad and Tobago	1994	Not applicable	52.169855343	2
Trinidad and Tobago	1993	Not applicable	44.433504747	
Trinidad and Tobago	1992	Not applicable	37.366441669	
Trinidad and Tobago	1991	Not applicable	34.361631145	
Trinidad and Tobago	1990	Not applicable	32.382853483	
Trinidad and Tobago	1989	Not applicable	27.650538652	
Trinidad and Tobago	1988	Not applicable	22.572722958	
Trinidad and Tobago	1987	Not applicable	20.018110527	
Trinidad and Tobago	1986	Not applicable	16.772496373	
Trinidad and Tobago	1985	Not applicable	15.170628741	
Trinidad and Tobago	1984	Not applicable	13.987550033	
Trinidad and Tobago	1983	Not applicable	12.720713541	2
Trinidad and Tobago	1982	Not applicable	10.316507619	
Trinidad and Tobago	1981	Not applicable	9.0814981563	
Trinidad and Tobago	1980	Not applicable	7.7907739807	
Trinidad and Tobago	1979	Not applicable	6.5279071614	
Trinidad and Tobago	1978	Not applicable	5.7339725067	
Trinidad and Tobago	1977	Not applicable	5.2557545567	
Trinidad and Tobago	1976	Not applicable	4.9168233883	2
Trinidad and Tobago	1975	Not applicable	4.5872500135	
Trinidad and Tobago	1974	Not applicable	3.9228106609	
Trinidad and Tobago	1973	Not applicable	3.0177984392	
Trinidad and Tobago	1972	Not applicable	2.536652701	
Trinidad and Tobago	1971	Not applicable	2.2748046803	
Trinidad and Tobago	1970	Not applicable	2.1749751224	
Trinidad and Tobago	1969	Not applicable	2.0849648652	
Tunisia	2008	Not applicable	132.6	94
Tunisia	2007	Not applicable	124.84	94
Tunisia	2006	Not applicable	121.43	94
Tunisia	2005	Not applicable	115.2	94
Tunisia	2004	Not applicable	115.1	94
Tunisia	2003	Not applicable	109.7	94
Tunisia	2002	Not applicable	106.1	94
Tunisia	2001	Not applicable	102	94
